row_id,platform,split,source_index,live_id,species,content,label,official_background,all_sequence_index,context_json,prompt_version,prompt_hash,input_hash,qwen_background_structured,raw_response,structured_object,structured_act,structured_evidence,valid_structure,validation_error,label_like_output,generation_seconds,total_generation_seconds,prompt_tokens,generated_tokens,total_duration_ns,load_duration_ns,attempts,error
douyin-train-006385,douyin,train,6385,577894592,服饰鞋履,红色短袖,1,该用户可能是在询问或表达对直播间展示的红色短袖款式的兴趣，想确认是否有货或了解具体细节。,9062,"[""红色背心上吗"", ""裤子几码"", ""格子衬衫"", ""卫衣厚吗娜姐"", ""福袋都抽不到""]",structured_v2,cb59109810e417a6d783054d30c1e840b84e257bb28fe5395d6a86e7c580aa66,3a93bd05edf81fb2d8277052bc4ed6512109b696dab42efea63839b332e2db23,对象：短袖；言语行为：询问；原句证据：红色短袖,对象：短袖；言语行为：询问；原句证据：红色短袖,短袖,询问,红色短袖,True,,False,0.7204089000006206,0.7204108000150882,242,22,717871800,33129300,1,
douyin-train-006399,douyin,train,6399,577894592,服饰鞋履,露肩的娃娃领,1,该用户可能是在询问或评论当前展示的娃娃领款式是否带有露肩设计，表达了对这款服装细节的关注和兴趣。,9079,"[""白月光呀"", ""快过吧"", ""过款吧[捂脸]"", ""玩不明白"", ""露肩的""]",structured_v2,e81ed44d6582eca0dd91423a5bb60e0c28dccdec2242f1b25f33358c46edaf73,59dd54a3540b2b993d346af9e1e4cab3734911d01f90a8e538432e7a741eea3f,对象：娃娃领；言语行为：描述；原句证据：露肩的娃娃领,对象：娃娃领；言语行为：描述；原句证据：露肩的娃娃领,娃娃领,描述,露肩的娃娃领,True,,False,0.8138287999900058,0.8138306000037119,240,24,812035500,26339700,1,
douyin-train-006426,douyin,train,6426,577894592,服饰鞋履,梳子有吗,1,该用户想询问直播间是否有梳子这款商品在售。,9120,"[""好多主播都是这样"", ""在哪里积"", ""从什么时候开始累积"", ""红色T"", ""好好看""]",structured_v2,0b781af578a5d11743eef2deb739e8171a62118845b1e10c5795b1615c431298,c0575688fda67b3e22a3d2438ecb2033029b9e1ef1be5978973117397527475e,对象：主播；言语行为：询问商品；原句证据：梳子有吗,对象：主播；言语行为：询问商品；原句证据：梳子有吗,主播,询问商品,梳子有吗,True,,False,0.8384034000046086,0.8384053999907337,235,23,835321000,30057400,1,
douyin-train-006490,douyin,train,6490,577894592,服饰鞋履,又没抢到,1,该用户因多次尝试购买直播间的商品却未能成功抢到而感到失望和焦急。,9208,"[""以后一件衣服三个穿搭,然后再过新款"", ""衣服容易皱吗?"", ""衣服买越多越不会穿搭了[捂脸][捂脸][捂脸][捂脸]"", ""配裤子试试"", ""背心在几号""]",structured_v2,13a7a03852b2cffe664f5cebb32e45dfc45a8f09171b73c5ee2bc060e8650cbe,1b5a5544562a8c25bf0a66d9a63ed56bc8a5a861d2cc9cb57bed23926027e20c,对象：商品；言语行为：表达遗憾；原句证据：又没抢到,对象：商品；言语行为：表达遗憾；原句证据：又没抢到,商品,表达遗憾,又没抢到,True,,False,0.8072794000036083,0.8072809999866877,261,23,804303700,27328700,1,
douyin-train-006499,douyin,train,6499,577894592,服饰鞋履,颜色好看呢,1,该用户对当前展示商品的配色产生了兴趣，认为其色彩搭配令人满意。,9221,"[""没买到"", ""没抢到,大码没有了吗"", ""今年这种松弛的衬衫多吗?"", ""娃娃领"", ""然后我们就咔咔咔,截图,抄作业就行""]",structured_v2,d3c963c3b9b6751aa04d78ad12d9f4cb3e2e122db26a8211a3dc829965d769f4,004ee74e2b9b758484a77ce894399b1db87c5c8462522b493921311b3e5195fd,对象：衬衫；言语行为：评价；原句证据：颜色好看呢,对象：衬衫；言语行为：评价；原句证据：颜色好看呢,衬衫,评价,颜色好看呢,True,,False,0.7576098999998067,0.7576116999844089,250,21,755251400,28817600,1,
douyin-train-006564,douyin,train,6564,577894592,服饰鞋履,裤子几号?,1,该用户是在询问主播展示的裤子的具体尺码信息。,9312,"[""先开剩下的呗[舔屏][舔屏][调皮]"", ""条纹针织背心"", ""红色马甲有跑单"", ""内搭几号"", ""吊带上衣""]",structured_v2,60ac88be4ba0ec160181af2695d9b2c7027c05e348697ae9ec9590cfed9e57c0,063dd18923c944da7cb252724dd7a6a06882c9f175807d32e887dd3965e64c23,对象：裤子；言语行为：询问；原句证据：裤子几号?,对象：裤子；言语行为：询问；原句证据：裤子几号?,裤子,询问,裤子几号?,True,,False,0.7687800000130665,0.7687817999976687,250,22,766536700,23072000,1,
douyin-train-006633,douyin,train,6633,577894592,服饰鞋履,红色背心,1,该用户可能在询问红色背心款式的库存情况或表达对这款商品的购买意向。,9415,"[""常规版怎么没有M啦"", ""衬衫加"", ""就等这个红色呢"", ""简单大方[比心][比心][比心][比心][比心]"", ""露肩的先上喽""]",structured_v2,43207b5ea46d71fc4621ebbd0c819091b07249ced5537f9eef61cbe1da659107,ebdc379e7d4efcca877d1e17c456e0fea4fa93137c78fbf046b4954b6bbbc521,对象：红色背心；言语行为：关注；原句证据：红色背心,对象：红色背心；言语行为：关注；原句证据：红色背心,红色背心,关注,红色背心,True,,False,0.8946048000070732,0.8946067000215407,256,23,891499400,20561500,1,
douyin-train-006660,douyin,train,6660,577894592,服饰鞋履,衣服上,1,该用户可能在催促主播尽快展示或上架当前提到的服装款式。,9453,"[""红色背心跑单加一下吧"", ""这节奏难受"", ""鞋子什么时候有"", ""红色显黑吗?"", ""外套外套外套外套外套外套外套""]",structured_v2,7f9a0c1d3df66b6a4f83f53d8a82cc5e0584b563795f11a1298209567be85ff2,34869541051611ed93f037a31e93ec7d427e52898eb9b1bede2b2087a21a5357,对象：衣服；言语行为：关注；原句证据：衣服上,对象：衣服；言语行为：关注；原句证据：衣服上,衣服,关注,衣服上,True,,False,0.7629743999859784,0.7629765000019688,244,20,759691100,29733300,1,
douyin-train-006705,douyin,train,6705,127652977,生鲜水果,是原味的吗,1,该用户是在询问直播中展示的商品是否保持了原本的风味或配方，没有添加其他调味料。,9515,"[""咋加会员"", ""这盘吃一口"", ""没抢到"", ""用放盐吗?"", ""真6666""]",structured_v2,6c5a4eac7913dd24a2cacbd2b64224a868989ce83ffb4bb42cf19a084dcae475,c6f50fd2d7353ec53998b9c260df25405fef01ff575039d0f9052713c209f1ad,对象：产品；言语行为：询问；原句证据：是原味的吗,对象：产品；言语行为：询问；原句证据：是原味的吗,产品,询问,是原味的吗,True,,False,0.8325598000083119,0.8325616999936756,241,23,829134900,29802000,1,
douyin-train-006711,douyin,train,6711,127652977,生鲜水果,看着好吃,1,该用户被直播中展示的食品外观所吸引，产生了品尝欲望和潜在的购买意向。,9522,"[""须子好吃还是头好吃"", ""腿上有吸盘吗"", ""有没有小黄鱼"", ""给给杨叔点个赞"", ""烤箱可以做吗?""]",structured_v2,211dbf0b7c57f74636447194af234c0ef0e129d1437a46da6f5c1663b68bff65,e8e70927d591d59e44bed5a07c86a21544083cc3e6d95311aa87ead1d9f890f9,对象：食物；言语行为：评价；原句证据：看着好吃,对象：食物；言语行为：评价；原句证据：看着好吃,食物,评价,看着好吃,True,,False,0.7249943000206258,0.7249960000044666,246,20,721087800,27511400,1,
douyin-train-006846,douyin,train,6846,xinjiangheti27,珠宝首饰,郑总男粉的戒指有吗,1,"该用户是在询问主播是否有适合男性粉丝佩戴的戒指款式。  （解析：结合前文多次出现""男戒""""戒圈""等询问，且直播间主打珠宝首饰品类，用户延续了商品咨询的购买意向，同时用""郑总男粉""的称呼表明自己是主播粉丝群体中的男性消费者，核心诉求是确认是否有适配自己性别属性的商品。）",9717,"[""美女坐下"", ""有啥区别"", ""南红呢"", ""能抓老鼠就是好猫[赞]"", ""老郑：你把别人的桌子掀了…""]",structured_v2,1dce9314d774604eb49accba986d1ab9804283b5d48b6564aee772221371c697,adf4849ab8c8348de70a20099ac42488e6ed20c4663ed472fc8c412ed8e983f9,对象：郑总；言语行为：询问；原句证据：郑总男粉的戒指有吗,对象：郑总；言语行为：询问；原句证据：郑总男粉的戒指有吗,郑总,询问,郑总男粉的戒指有吗,True,,False,0.9547097000177018,0.9547116000030655,250,27,950231600,29296800,1,
douyin-train-006904,douyin,train,6904,xinjiangheti27,珠宝首饰,支持你,0,该用户想表达的含义是：对主播的认可和鼓励，希望继续支持其直播内容或商品推荐。,9799,"[""不服就干他"", ""老郑变成老头了"", ""那个人两天没播了"", ""戒止还上吗"", ""戒指戒指再上""]",structured_v2,5f2895c1b1f6185fba7b3a8ddb611b7bb284c62417c68ce38a62b2241bd96b0d,808200fedb5a3220c3c2721006b4649886b5935121aacb955eeda0b52879a702,对象：主播；言语行为：支持；原句证据：支持你,对象：主播；言语行为：支持；原句证据：支持你,主播,支持,支持你,True,,False,0.7144444000150543,0.7144460999988951,242,20,711792800,28314600,1,
douyin-train-006928,douyin,train,6928,xinjiangheti27,珠宝首饰,高端项链,1,该用户可能在询问或暗示对直播间即将展示的高端项链产品感兴趣。,9832,"[""有烟兜没"", ""玉帝威武"", ""郑总手上的戒圈"", ""手上手串"", ""郑总,多宝""]",structured_v2,c89e3c2852cdcd78c67103270da1b7aab753ac8b7d664355515683f87a127664,fe1ed4dcfaecf59d34b1e1a2e7fd9308f742d6e090aee4c709068f7952240c40,对象：项链；言语行为：称赞；原句证据：高端项链,对象：项链；言语行为：称赞；原句证据：高端项链,项链,称赞,高端项链,True,,False,0.6671636999817565,0.667165599996224,241,20,665358800,15833600,1,
douyin-train-006976,douyin,train,6976,xinjiangheti27,珠宝首饰,太漂亮啦[赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞],1,该用户被直播展示的商品外观深深吸引，通过夸张的赞美表情符号强烈表达对产品颜值的喜爱和惊叹。,9895,"[""老郑手上的戒指"", ""看出来了"", ""威震八方[赞]"", ""见识了"", ""大炸一个""]",structured_v2,ef1ddb4155c6b429bc00c58b364d68880f7e574455c697055242119e996b8771,d76c14756f3b9a66f7154242ff17b56a121af955552bb0056fbd8126e438297f,对象：直播内容；言语行为：赞美；原句证据：太漂亮啦[赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞],对象：直播内容；言语行为：赞美；原句证据：太漂亮啦[赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞],直播内容,赞美,太漂亮啦[赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞],True,,False,1.4600566999870352,1.4600585000007413,260,45,1456646600,15980400,1,
douyin-train-007097,douyin,train,7097,xinjiangheti27,珠宝首饰,男士无事牌,1,该用户想表达的含义是：询问直播间是否有适合男性佩戴的无事牌款式。  （结合前文弹幕中频繁出现的珠宝品类询问（如手镯、挂坠、扳指等）以及颜色、材质的偏好，可推断用户是在主动寻求特定商品信息，且语境偏向玉石文玩类直播，因此“男士无事牌”更可能是明确的需求表达而非单纯感叹。）,10064,"[""老郑最值得信赖[赞]"", ""说得太对了"", ""有二三百的挂坠吗"", ""说的太好了"", ""大实话啊""]",structured_v2,3755a80c7163deb26d4469ede2dd2a59e6b93e50c9bc48cca685d0861daf2707,03a1e5652d6812b119b1854f113262a4484f48b784ffe95551814a4300dc5074,对象：无事牌；言语行为：询问；原句证据：男士无事牌,对象：无事牌；言语行为：询问；原句证据：男士无事牌,无事牌,询问,男士无事牌,True,,False,0.8518877000024077,0.8518897000176366,247,24,848865700,30282300,1,
douyin-train-007146,douyin,train,7146,xinjiangheti27,珠宝首饰,哼哈二将,0,该用户可能是在调侃主播或直播间的氛围，用“哼哈二将”比喻直播间里活跃的两位核心人物（如主播和助手）或频繁互动的观众，暗指他们配合默契或存在感强烈。,10128,"[""有蜜蜡大大吊坠"", ""怎么鉴别"", ""无事牌没抢到"", ""学习了[比心]老郑哥[比心]"", ""开水锅煮的[捂脸]""]",structured_v2,50d4eb81245eae314c90e3ef454a7d321bb75fdcc1748ae3ce5ff6a0b32ecdfc,aeae4cbf7f682c14c601b2a47c7fc08f97ea2edda7e69f5edd19a3173039c2b4,对象：哼哈二将；言语行为：提及；原句证据：哼哈二将,对象：哼哈二将；言语行为：提及；原句证据：哼哈二将,哼哈二将,提及,哼哈二将,True,,False,0.88521259999834,0.8852144000120461,254,25,877690800,40075100,1,
douyin-train-007162,douyin,train,7162,elslk001,美食饮料,没有了,1,该用户想表达的含义是：商品已经卖完了或库存没有了。,10147,"[""味道好,但有异味"", ""克洛文兄弟把好东西带进中国品质保证你会发大财"", ""收到了,好吃"", ""中文说得很流利[赞][赞]"", ""中文厉害!刚收到刚吃了各2粒""]",structured_v2,32ba376d64e3944581e7fe6e054fa35a720559d3dcd1a3dbaac65005516a399a,118482944e4de7835272051043bb18a668edaabd6e1379a7c7fe85c50b19c549,对象：未指明；言语行为：结束；原句证据：没有了,对象：未指明；言语行为：结束；原句证据：没有了,未指明,结束,没有了,True,,False,0.8201643000065815,0.8201661000202876,263,22,817686400,28787500,1,
douyin-train-007167,douyin,train,7167,elslk001,美食饮料,2号链接的糖可以给孩子吃吗?,1,该用户是在询问2号链接的糖果是否适合儿童食用，表现出对产品安全性和适用年龄的关切。,10153,"[""好好想想吧,俄罗斯他是巧克力的产地吗?巧克力主要原材料是可可可可,生长在热带"", ""独立包装加分"", ""真抢得到福袋吗[捂脸]"", ""孕妇能不能吃[捂脸]"", ""能不能送我一颗尝尝[看][看]""]",structured_v2,afc3b75e649b4823a6854c45d835ef532a3c289cf4a7508d9be688a60867d967,f6d2acfc8d5d31bcb33f4871e72c38f20c96c7e9552df0296a1c1253f05b5071,对象：孩子；言语行为：询问；原句证据：2号链接的糖可以给孩子吃吗?,对象：孩子；言语行为：询问；原句证据：2号链接的糖可以给孩子吃吗?,孩子,询问,2号链接的糖可以给孩子吃吗?,True,,False,1.0520789999864064,1.0520810000016354,277,28,1049277600,30585800,1,
douyin-train-007229,douyin,train,7229,elslk001,美食饮料,"包装啥样,是中文吗",1,该用户是在询问产品包装的语言版本，担心进口商品没有中文标识而影响使用体验。,10233,"[""都是进口的吗拍了几个款[比心][比心][比心]"", ""巳拍2单"", ""推歀巧克力"", ""太漂亮了!中文说的真棒![玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰]"", ""有AK不[呲牙][呲牙][呲牙]""]",structured_v2,4993aa629ef0c2ab912e7549cc00fc2ea847107dce802791e1ffe1dd2bc8e5fb,0e05eb217a6cc793242c0cc336c5c71c13c7b659709548ba3b12a897be42f880,"对象：产品；言语行为：询问；原句证据：包装啥样,是中文吗","对象：产品；言语行为：询问；原句证据：包装啥样,是中文吗",产品,询问,"包装啥样,是中文吗",True,,False,0.9005036000162363,0.9005051999993157,282,25,890578600,30446700,1,
douyin-train-007267,douyin,train,7267,elslk001,美食饮料,主播能不能卖俄罗斯荞麦汁?,1,该用户想表达的含义是：询问主播是否会上架俄罗斯荞麦汁这款产品，表现出对该商品的购买兴趣。,10280,"[""有提拉米苏"", ""血糖高可以吃吗"", ""农业没有对手???"", ""俄罗斯有没有抽脂技术"", ""卖点紫金呀""]",structured_v2,98dcfadc7b9e71b46e054138909f7c198486b47a25a21a783fc3ee59c9b6399b,7cbbeef33b0eb4e81db7fb4540a0b2a2adc8144383e6d2afe67491318ee1b99c,对象：俄罗斯荞麦汁；言语行为：询问；原句证据：主播能不能卖俄罗斯荞麦汁?,对象：俄罗斯荞麦汁；言语行为：询问；原句证据：主播能不能卖俄罗斯荞麦汁?,俄罗斯荞麦汁,询问,主播能不能卖俄罗斯荞麦汁?,True,,False,0.9993855000066105,0.9993872000195552,248,29,996422100,26482900,1,
douyin-train-007289,douyin,train,7289,elslk001,美食饮料,流心巧克力,1,该用户可能是在询问或感叹直播中展示的巧克力产品具有流心内馅的特点。,10312,"[""好像整个欧洲都种不了可可豆吧,但是人家吃巧克力啊,他们应该是世界上最大的可可豆进口国"", ""巧克力好"", ""普通话还牛的很"", ""这是啥"", ""无糖威化""]",structured_v2,b1ff10eb7df98c73020ca9a3c6f12e9fced7240162fe8916c260cb96707aa637,0138f5e4738eb11b81cedd199226ee40c2c3a5895715bd34cbcbfeebca1769c9,对象：巧克力；言语行为：推荐；原句证据：流心巧克力,对象：巧克力；言语行为：推荐；原句证据：流心巧克力,巧克力,推荐,流心巧克力,True,,False,0.7785107000090647,0.7785125999944285,259,21,772166900,29248800,1,
douyin-train-007342,douyin,train,7342,elslk001,美食饮料,你家的东西卖的贵啊!,0,该用户可能是在对比价格后觉得商品性价比不高，委婉表达对定价的质疑或希望获得优惠。,10399,"[""换短袖吧主播"", ""你是不是中国人戴了面具"", ""主播那里人"", ""是不是代可可"", ""好吃吗?[赞]""]",structured_v2,4c0719ee996c67db38dc9f1a5c6b55170026e493a816e9f0efece00649f09652,1360e6f55abb681c31e8d5bb969c657b0ddf28df61cdac8af3d7812f8de24d09,对象：商品；言语行为：评价；原句证据：你家的东西卖的贵啊!,对象：商品；言语行为：评价；原句证据：你家的东西卖的贵啊!,商品,评价,你家的东西卖的贵啊!,True,,False,0.9251719000167213,0.9251737999729812,246,26,922296500,32894200,1,
douyin-train-007367,douyin,train,7367,Jing1000086,服饰鞋履,短皮衣短皮衣短皮衣,1,该用户急切希望主播尽快展示或介绍短款皮衣这款商品。,10433,"[""短皮衣"", ""防晒霜今晚上不"", ""刚才不破洞牛仔裤"", ""先上美背,要洗澡了[捂脸]"", ""上衣没有小个小版吗""]",structured_v2,d62225e0bcfb28500214bd5e2aceed16d90589a9e091d7672d33b5e0cfc9fa72,42a4055a4741f1c8c507cbff7622ac70d2d13173ab3b66452b7a7f0b9d0b7eb2,对象：短皮衣；言语行为：重复提及；原句证据：短皮衣短皮衣短皮衣,对象：短皮衣；言语行为：重复提及；原句证据：短皮衣短皮衣短皮衣,短皮衣,重复提及,短皮衣短皮衣短皮衣,True,,False,0.9506970999937039,0.9506990000081714,259,30,946872500,15638800,1,
douyin-train-007378,douyin,train,7378,Jing1000086,服饰鞋履,上衣没有,1,该用户想表达的含义是：当前展示的上衣款式或尺码不符合自己的需求，希望主播能补充其他选择。,10446,"[""美背发福利[比心][比心]"", ""有没有短裤"", ""身上的牛仔裤有弹力吗"", ""矮个子上衣加一点"", ""好好看裤子""]",structured_v2,dbe6910749bda00b5b5f8de109497bd97680a8934da34b63a31fd20c1517a66a,2e7038bc32fb0930eb9e431c136a7b11ebc7f69290e7fe7ccea646f6aa341e3b,对象：上衣；言语行为：否定；原句证据：上衣没有,对象：上衣；言语行为：否定；原句证据：上衣没有,上衣,否定,上衣没有,True,,False,0.7916613999987021,0.7916629999817815,252,22,786977600,32889800,1,
douyin-train-007391,douyin,train,7391,Jing1000086,服饰鞋履,破洞的还上吗?,1,该用户是在询问之前展示过的破洞款式商品是否会再次补货或上架。,10464,"[""有弹力吗"", ""碎花连衣裙有吗"", ""裤子是高腰吗"", ""有没有小个子穿的裤子?????"", ""能搭配黄色短袖不""]",structured_v2,5c32f979501c74de4390cc195855423713ccde9fa16f3cca078b4511476b172c,2a295b04cb94db6d76444aa76ece1a41cac9d17a1f4ac978124feb70ab24f3a1,对象：裤子；言语行为：询问；原句证据：破洞的还上吗?,对象：裤子；言语行为：询问；原句证据：破洞的还上吗?,裤子,询问,破洞的还上吗?,True,,False,0.8591624000109732,0.8591641999955755,253,25,855229600,18659600,1,
douyin-train-007582,douyin,train,7582,Jing1000086,服饰鞋履,怎么摔的,0,该用户可能在询问主播展示商品时意外掉落或测试产品抗摔性能的具体情况，暗示对商品质量或使用场景存在兴趣。,10748,"[""破洞牛仔裤在上一波破洞牛仔裤在上一波"", ""注意安全"", ""艾米给力"", ""今天有衬衫上吗"", ""裤子没有""]",structured_v2,38e71e08e0359a600a5e3c69856ae525cd9daaa652f94fcae9f6905f87dd7c5c,1aa31d3cfb29998045f6a1b9f0e842832b223a48032fd1d9f9c7edcc45d9e4dd,对象：未指明；言语行为：询问；原句证据：怎么摔的,对象：未指明；言语行为：询问；原句证据：怎么摔的,未指明,询问,怎么摔的,True,,False,0.844754500023555,0.8447564000089187,248,23,841829900,29374400,1,
douyin-train-007678,douyin,train,7678,Jing1000086,服饰鞋履,短皮衣短皮衣,1,该用户急切地催促主播上架或展示短款皮衣商品，表达强烈的购买意向。,10882,"[""裤子卡码怎么拍"", ""你穿的是什么码?"", ""89.9牛仔黑色短裤不上了吗?"", ""好喜欢,都想买"", ""没有了""]",structured_v2,48eff3b841a1cf2886eea9105e9a34667648ac05313a6f75c76e351558a6c381,e8d0819925f75a2d0ff26a0bf6a922f8adce301511282aa7b69e665d7c49b828,对象：短皮衣；言语行为：关注；原句证据：短皮衣短皮衣,对象：短皮衣；言语行为：关注；原句证据：短皮衣短皮衣,短皮衣,关注,短皮衣短皮衣,True,,False,0.9327013000147417,0.9327029999985825,251,26,928801900,36876100,1,
douyin-train-007681,douyin,train,7681,Jing1000086,服饰鞋履,艾米生日快乐[蛋糕][礼物],0,该用户是在参与直播间的生日祝福互动，表达对主播艾米的生日祝贺而非购买意向。,10885,"[""好喜欢,都想买"", ""没有了"", ""短皮衣短皮衣"", ""艾半生日快乐[礼物]"", ""欣姐美背""]",structured_v2,bc5c55b4316bcf2a12c998e9c7220ce8db602779099f6a0c82731a0178465348,1658aafb1ac100df5d7719750c7948ddb79d575786a69ea41bc739ca2fc91b64,对象：艾米；言语行为：祝福；原句证据：艾米生日快乐[蛋糕][礼物],对象：艾米；言语行为：祝福；原句证据：艾米生日快乐[蛋糕][礼物],艾米,祝福,艾米生日快乐[蛋糕][礼物],True,,False,1.0030353000038303,1.0030367999861483,248,28,986655700,26756600,1,
douyin-train-007685,douyin,train,7685,Jing1000086,服饰鞋履,背心亲,0,该用户可能在询问主播身上穿的背心款式或品牌，表达对这款商品的兴趣和购买意向。,10889,"[""欣姐美背"", ""艾米生日快乐[蛋糕][礼物]"", ""卡码买什么码"", ""配别的裤子呢"", ""远看裤子""]",structured_v2,407f91b8776d4319e50ce89558e61b54d615e6e2f279de51c950f86708887c47,fd6f953cd5a1f05e7f585af0fd05f6e6c829004eeda2d309b0b3c7f0694ed0ce,对象：欣姐；言语行为：赞美；原句证据：背心亲,对象：欣姐；言语行为：赞美；原句证据：背心亲,欣姐,赞美,背心亲,True,,False,0.7540564999799244,0.754058399994392,244,22,750575600,15437500,1,
douyin-train-007751,douyin,train,7751,Jing1000086,服饰鞋履,里面的背心有吗,1,该用户是在询问直播间展示的服装搭配中是否包含同款或类似款式的背心可供购买。,10989,"[""小个子"", ""没有码数"", ""断码了"", ""没有码"", ""有没有小西装外套""]",structured_v2,388a321ae388cc2eeb9df972c11ce2fb6d7dee7a9439992021d47f90abc95539,66f64e18fb73db8e634b34d6a9a4442855498229ff82534fa3a5eafdd64cc1d6,对象：商品；言语行为：询问；原句证据：里面的背心有吗,对象：商品；言语行为：询问；原句证据：里面的背心有吗,商品,询问,里面的背心有吗,True,,False,0.7896622999978717,0.7896643999847583,237,23,786971200,17470400,1,
douyin-train-007784,douyin,train,7784,Jing1000086,服饰鞋履,怎么Xs老是缺货啊,0,该用户是在抱怨某款商品（可能是Xs型号或系列）频繁缺货，表达了对无法及时购买到心仪产品的失望和不满。,11046,"[""有沐浴露嘛?"", ""125斤能穿吗"", ""又没抢到"", ""刚刚说下一款私服了,一直等到现在"", ""裤子看看""]",structured_v2,ee5c065b5b27e0c3db1ce44c00a7a3074c89b08f4b8500cf27f13470315387d1,caeb4ae5a5e59c57acf40b800184644d090ec6ca536a0370bff3ecb2ee0780de,对象：XS；言语行为：抱怨；原句证据：怎么Xs老是缺货啊,对象：XS；言语行为：抱怨；原句证据：怎么Xs老是缺货啊,XS,抱怨,怎么Xs老是缺货啊,True,,False,0.9419794999994338,0.9419813999847975,252,26,938774200,27977900,1,
douyin-train-008009,douyin,train,8009,Jing1000086,服饰鞋履,好好看[比心][比心],1,该用户想表达的含义是：对当前展示的服装款式表示强烈的喜爱和赞赏。,11363,"[""只要质量好"", ""这是裙子吗?"", ""好看,但是穿不了"", ""直接胖穿不了无袖的啊"", ""真好看""]",structured_v2,8b4b0d1cb56f23e99a9f99cd2de189793a3c1072896529aab4e59052eee4516b,4979d96b1e3da6cf8a8ffd344f0b0d0b9091a083f4b746a97e071676d83fca83,对象：主播；言语行为：赞美；原句证据：好好看[比心][比心],对象：主播；言语行为：赞美；原句证据：好好看[比心][比心],主播,赞美,好好看[比心][比心],True,,False,0.9420395000197459,0.9420424999843817,246,27,938994000,30045200,1,
douyin-train-008034,douyin,train,8034,Jing1000086,服饰鞋履,项链有吗,1,该用户是在询问直播间是否售卖项链产品，并可能对款式或细节有进一步了解的兴趣。,11400,"[""这套矮个子适合不"", ""美背为什么那么久不发货"", ""可以搭什么外套[比心]"", ""高到什么程度?[捂脸]"", ""身上美背""]",structured_v2,44d3ba9b854e3da7da322627fc9386074bdeea4731d40d62201ec863ac169414,5e013cb7662579bbbc4502468bbcc6fdce2f015215018073287f7e092163da94,对象：商品；言语行为：询问；原句证据：项链有吗,对象：商品；言语行为：询问；原句证据：项链有吗,商品,询问,项链有吗,True,,False,0.7587876000034157,0.758789399988018,250,21,749190900,29654900,1,
douyin-train-008058,douyin,train,8058,Jing1000086,服饰鞋履,这种要瘦的人穿好看,0,该用户可能是在委婉表达自己因体型原因不适合这件衣服，暗示对产品兴趣不大或希望主播推荐更适合微胖人群的款式。,11434,"[""裙子是之前的百褶裙吗"", ""要身上的美背身上的美背身上的美背[比心]"", ""物超所值"", ""后站看一下"", ""上套装吧""]",structured_v2,bd2c68ae24729472450b77276758eac237d7f398475a46b312b18f198a13952f,11853f22a7bb503d5b632573fd08ba3c5f400ba2158297b256d384528bed4670,对象：衣服；言语行为：建议；原句证据：这种要瘦的人穿好看,对象：衣服；言语行为：建议；原句证据：这种要瘦的人穿好看,衣服,建议,这种要瘦的人穿好看,True,,False,0.7880342999997083,0.7880358999827877,256,24,785261400,35282700,1,
douyin-train-008063,douyin,train,8063,Jing1000086,服饰鞋履,我以为裙子[捂脸],0,该用户可能想表达对裙子款式或效果的失望或意外，认为实物与预期不符而无奈调侃。,11444,"[""白色外套私服今天上吗"", ""要包包"", ""包包有吗?????"", ""有袖子就好"", ""裙子没了""]",structured_v2,aa428767b2cf3a2865aa4cbd50cfa05e1f953675a2c74ba927b0f94cfdea7123,20b7defadac3171f2d689f00b3da09a02a1d64a0321885eb8902a3d02c996e32,对象：裙子；言语行为：评论；原句证据：我以为裙子[捂脸],对象：裙子；言语行为：评论；原句证据：我以为裙子[捂脸],裙子,评论,我以为裙子[捂脸],True,,False,0.8598947999998927,0.8598967999860179,240,24,857510200,27924000,1,
douyin-train-008064,douyin,train,8064,Jing1000086,服饰鞋履,我1.50小个子能不能穿,1,该用户想询问自己身高较矮（1.5米）是否适合穿着当前展示的服装款式。,11446,"[""包包有吗?????"", ""有袖子就好"", ""裙子没了"", ""我以为裙子[捂脸]"", ""上衣卡码怎么拍""]",structured_v2,5d3e0984df5efc0d61a41851160d419506625ca79d63c38865237993511f7156,ce9fa4dadc3b2aaf88e9a1e53f67e5db2aed0994192a0bd34bdd8376245c5f54,对象：小个子；言语行为：询问；原句证据：我1.50小个子能不能穿,对象：小个子；言语行为：询问；原句证据：我1.50小个子能不能穿,小个子,询问,我1.50小个子能不能穿,True,,True,1.0214730000006966,1.0214750000159256,248,30,1018801000,23122700,1,
